id,extractor,source,statement,subject,verb,effect,object,effecttype,own_precision,own_out_of_context,own_comment
350035,openie,debate.org,This fact proves that people who are on welfare will continue to support those who promise to give them money.,people,support,0.933333333333,those,positively,-2,,
717750,starcon_noLinking,simple_wikipedia,This album explores a more melodic side of metal music.,this album,explore,0.533333333333,more melodic side of metal music,positively,,,
559246,openie,debate.org,third the sources that my opponent reposted were better sources but they all say the same thing that there has been a drop in the amount of gun related violence and then there is an upsurge but like I have stated before that the gun violence is not the public protecting itself but the public hurting the public and with the defining points of the 2nd amendment which my opponent agrees upon my point is still relevant and is still a point that my opponent has failed to argue in now two rounds,public,hurt,-0.866666666667,public,negatively,2,?,
277167,starcon_noLinking,debate.org,They would think that some god in the sky creates lightning and that Atlas holds up the Earth.,some god in the sky,create,0.333333333333,lightning,positively,,,
1378686,openie,simple_wikipedia,They try to play winter games: They make a snowman out of dirt and push a sled down a grassy hill.,their,push,-0.4,sled,negatively,-2,,
228862,starcon_noLinking,debate.org,"They say by revelation, God revealed the TRUTH about reality to man.",god,reveal,0.266666666667,truth about reality,positively,,,
1465469,openie,debate.org,They produce stories that will interest all in order to get money.,they,produce,0.6,stories,positively,2,n,
506938,openie,debate.org,"They may want to eliminate government that stands in their way, but they embrace hierarchies and authority.",they,eliminate,-0.666666666667,government,negatively,2,n,
802082,starcon_noLinking,simple_wikipedia,"They made two albums that only came out in Japan, called Quiet Riot and Quiet Riot II.","two albums that only came out in japan,",call,0.266666666667,quiet riot and quiet riot ii,positively,,,
212577,starcon_noLinking,debate.org,"They claim they have ""more than enough"" solvency but have not responded to my request to see a single piece of solvency evidence, so assume they don""t. Speech restrictions are actively harmful and they dropped that implementation is bad.",my request,see,0.466666666667,single piece of solvency evidence,positively,,,
505571,starcon_noLinking,debate.org,"These facts show that increases CO2 and temperature will   benefit   the planet, not harm it.",increases co2 and temperature,benefit,0.8,planet,positively,,,
1400066,starcon,debate.org,"These elements have density, density produces gravity, and gravity draws other elements together, which in turn increases density/gravity i.e. star making super factories.",density,produce,0.6,gravity,positively,2,y,
555248,starcon_noLinking,debate.org,"Therefore, if there is a report on a potential harm of MMR, all the media can do is report both sides without bias.",all the media,report,0.333333333333,both sides,positively,,,
674844,openie,debate.org,"Therefore bearing in mind that the provision is constitutional, to please concerned groups the federal government made a compromise that looks goes like this…",federal government,make,0.466666666667,compromise,positively,2,?,
625156,openie,debate.org,"There is overwhelming scientific evidence, in my opinion, that a fertilized egg (and later a fetus) meet the requirements for both ""organic life"" and a ""human being"" (in the genetic sense).",fertilized egg,meet,0.266666666667,requirements,positively,-2,,
169324,starcon_noLinking,debate.org,There is also the option to donate these unused embryos to medical research which can also relate to the problem of seeing these embryos as potential life.,option,donate,0.333333333333,these unused embryos,positively,,,
750232,starcon,debate.org,"There is a reason we have vaccines and if a parent abuses a child , then they are held accountable , well in my eyes risking a childs health by not getting them vaccinated is a form of abuse, although it may not be as bad as hitting a child .",parent,abuse,-0.666666666667,child,negatively,2,y,
1181690,openie,debate.org,There insults can do nothing to us unless we let them.,we,let,0.4,them,positively,-2,,
426568,starcon_noLinking,debate.org,There are other ways for white people (and all people) to get energy to survive.,other ways for white people (and all people),get,0.266666666667,energy,positively,,,
791191,starcon_noLinking,simple_wikipedia,Their splitting into two equal longitudinal halves assured each daughter cell got the same chromosome complement.,their splitting into two equal longitudinal halves,assure,0.933333333333,each daughter cell,positively,,,
12939036,starcon,simple_wikipedia,The virus can also cause pain in the muscles or ligaments.,virus,cause,0.2,pain,positively,2,y,
228363,starcon_noLinking,debate.org,"The use of the word ""nephilim"" in this verse describes a crossbreed of God's sons and the daughters of man.","use of the word ""nephilim"" in this verse",describe,0.333333333333,crossbreed of god's sons and the daughters of man,positively,,,
596596,openie,debate.org,The upbringing of those people allowed them to reach this conclusion.,people,reach,0.2,conclusion,positively,2,n,
766398,starcon,debate.org,The United States Department of Defense defines terrorism as:,united states department of defense,define,0.533333333333,terrorism,positively,-2,,
616955,openie,debate.org,The underlying opposition of martial law is the very fact that you are ruling a country by force.,you,rule,0.466666666667,country,positively,-2,,
1451595,starcon,debate.org,The two clash and from the looks of things...Batman kicks Superman’s butt.,batman,kick,-0.666666666667,superman’s butt,negatively,2,y,
1514818,starcon,simple_wikipedia,"The Trumpeter Swan makes a big mound nest, and flamingos make mounds, too.",flamingos,make,0.466666666667,mounds,positively,2,y,
13144726,starcon,simple_wikipedia,"The Trump administration made a public health emergency on January 31, then on February2nd he began to end the entry of most foreign nationals who had recently traveled to China.",trump administration,make,0.466666666667,public health emergency,positively,1,,past
474884,starcon_noLinking,debate.org,"The tribe's leader, a fat, sweaty, cannibalistic man with multiple nose piercings, approached the two sight-seers.","tribe's leader, a fat, sweaty, cannibalistic man with multiple nose piercings",approach,0.2,two sight-seers,positively,,,
1463822,starcon,debate.org,The time to fight the diseases is only in the present.,time,fight,-0.333333333333,diseases,negatively,-2,,
523953,openie,debate.org,The Texas Bar eventually charged the prosecutors with misconduct (2).,texas bar,charge,-0.466666666667,prosecutors,negatively,1,,past
674377,openie,debate.org,The temperature of Earth's atmosphere has been increasing and continues to increase  .,temperature,continue,0.6,increase,positively,-2,,
254272,openie,debate.org,"The taxation that feeds government is done with the use of implicit death threats against citizens: If you don't pay us, we're going to come to your house and put the cuffs on you.",us,put,0.2,cuffs,positively,-2,,
697864,openie,debate.org,The study clearly links increase in temperatures over the years to the increased amount of pollution.,study,link,0.533333333333,increase,positively,-1,,
707371,starcon_noLinking,debate.org,The store could install many cameras even before touching the costs of what two shifts at security guard alone would cost.,store,install,0.466666666667,many cameras,positively,,,
12938356,starcon,simple_wikipedia,The stock provides a means for the shooter to firmly support the device and easily aim it.,shooter,support,0.933333333333,device,positively,-1,,
1110282,openie,debate.org,"The state, once famously refered as the   ""  Evil Empire""   in a grotesque attempt to dehumanize the Soviet Union, provided   full   employment,   guaranteed   pensions,   paid   maternity leave, limits on working hours,   free   healthcare and education (including higher education),   subsidized   vacations,   inexpensive   housing, low-cost childcare, subsidized public transportation.",state,provide,0.466666666667,pensions,positively,2,?,
1512856,starcon,simple_wikipedia,The stage is empty while the music creates a thunder storm.,music,create,0.333333333333,thunder storm,positively,2,n,
861355,starcon_noLinking,simple_wikipedia,"The SS forced the male prisoners to build the new camps in the Ravensbrück complex, and to work on making the women's camp bigger.",ss,force,-0.4,male prisoners,negatively,,,
902115,starcon_noLinking,simple_wikipedia,"The southernmost part of the glacier covers the central volcano Öræfajökull and Iceland's highest mountain peak, Hvannadalshnjúkur.",southernmost part of the glacier,cover,0.333333333333,"central volcano öræfajökull and iceland's highest mountain peak, hvannadalshnjúkur",positively,,,
1288907,openie,simple_wikipedia,"The song reached number three on the US ""Billboard"" Hot 100 chart.",song,reach,0.2,number three,positively,-2,,
813606,starcon_noLinking,simple_wikipedia,"The series centers around the cast and celebrity guests performing lots of dangerous, crude, ridiculous, and self-injuring stunts and pranks.",cast and celebrity guests,perform,0.2,"lots of dangerous, crude, ridiculous, and self-injuring stunts and pranks",positively,,,
12929842,starcon,simple_wikipedia,"The same year, Don Omar confronts legal proceedings: Nando Boom accuses him of plagiarism, the theme of My Space being the exact copy of that of Enfermo de amor.",don omar,confront,-0.466666666667,legal proceedings,negatively,-2,,
369497,openie,debate.org,"The results from both studies are consistent with the General Affective Aggression Model, which predicts that exposure to violent video games will increase aggressive  behavior in both the short term (e.g., laboratory aggression) and the long term (e.g., delinquency)...  ...Violent video games provide a forum for learning and practicing aggressive solutions to conflict situations.",video games,practice,0.333333333333,solutions,positively,2,n,
1073575,starcon,debate.org,"The reason why there are so many homicides in the US is not because of guns, people could kill people with knives, crossbows, and poison, the reason we have so many homicides probably has something to do with how miserable people are due to our 22% unemployment rate, the drug epidemic, violent video games, and poor education.",people,kill,-1,people,negatively,2,?,
1176663,openie,simple_wikipedia,"The Raiders hired Tom Flores, the first Hispanic head coach in NFL history.",raiders,hire,0.8,head coach,positively,2,?,
588909,starcon_noLinking,debate.org,"The Pro has made contradictory statements, including an abusive attempt to reframe the debate.",pro,make,0.466666666667,"contradictory statements, including an abusive attempt to reframe the debate",positively,,,
70320,starcon_noLinking,debate.org,The primary objective for any military conflict is to prevent outward aggression.,primary objective for any military conflict,prevent,-0.6,outward aggression,negatively,,,
1423079,starcon,debate.org,The Predator would defeat a terminator in a battle to the death.,predator,defeat,-0.466666666667,terminator,negatively,1,n,
711465,starcon_noLinking,simple_wikipedia,"The Portuguese explorer Dinis Dias (or Denis Fernadez) discovered in 1445 a peninsula along the coast of Senegal that he named Cap-Vert (Dias named it ""Cabo Verde"", ""verde"" being Portuguese for ""green"", a reference to the vegetation in the area).",portuguese explorer dinis dias (or denis fernadez),discover,0.333333333333,"peninsula along the coast of senegal that he named cap-vert (dias named it ""cabo verde"", ""verde"" being portuguese for ""green"", a reference to the vegetation in the area)",positively,,,
813638,starcon_noLinking,simple_wikipedia,"The police have received descriptions of a second gunman, and are currently checking this information.",police,receive,0.2,descriptions of a second gunman,positively,,,
551370,openie,debate.org,The point I'm trying to make is what makes America different from all of those truly evil regimes?,i,make,0.466666666667,is,positively,-2,,
1400256,starcon,debate.org,"The operation to capture or kill Osama was planned since August 2010 when his residence was found (2) and many options were considered, including a rejected plan to use bombers to destroy the compound (3).",operation,capture,-0.2,osama,negatively,1,?,
717734,openie,debate.org,The only way this plan could be implemented is if the shuttles held a large amount of people.,shuttles,hold,0.4,amount,positively,-2,,
1393569,starcon,debate.org,The only question is how we ought to apply it effectively in order to send the message across to these folks.,order,send,0.2,message,positively,-2,,
1447354,starcon,debate.org,The only other way it can be transmitted is through blood transfusions (I.e when someone is transfused with HIV infected blood) or through mother-to-child (an HIV infected mother can pass onto HIV if she is pregnant).,hiv,infect,-0.733333333333,mother,negatively,-1,,
223395,openie,debate.org,The Oklahoma City bombing of 1995 was terrorism because the perpetrators wanted the U.S. federal government to cease what they considered tyranny.,perpetrators,consider,0.333333333333,tyranny,positively,-2,,
582855,openie,debate.org,"The numbers (and the community) show I’m gaining traction, and I’m getting people like Mikal who hasn’t debated in 7 months, Tuf who hasn’t debated in 5 months, Bsh1 is debating again after 5 months, and Danielle who hasn’t debated in 3 months debating.",i,gain,0.333333333333,traction,positively,2,n,
1183331,openie,simple_wikipedia,The music tells us lots of things that the characters in the story may not understand.,music,tell,0.733333333333,we,positively,1,n,
857732,starcon_noLinking,simple_wikipedia,"The move will increase consistency of web platform compatibility between major browsers, and for this reason, the move has attracted criticism, as it reduces diversity in the overall web browser market, and increases the influence of Google (developer of the Blink layout engine) on the overall browser market by Microsoft ceding its independently developed browser engine.",move,increase,0.466666666667,consistency of web platform compatibility between major browsers,positively,,,
713761,starcon_noLinking,simple_wikipedia,"The mother feeds the babies milk, which makes them grow fast, and after 10 weeks, the cubs weigh about 20 to 25 pounds (9.1 to 11.4 kilograms).",mother,feed,0.866666666667,"babies milk, which makes them grow fast",positively,,,
55867,openie,debate.org,"The more that we learn about the evolution of specific species lines, the more that these so-called gaps or ""missing links in the chain of evolution"" are filled with transitional fossil specimens.",we,learn,0.2,more,positively,-2,,
505076,openie,debate.org,"The major point is that clothes allows children to express them easier, putting them in some borders from the early age stops their personality growth.",clothes,allow,0.866666666667,children,positively,2,y,
702231,starcon_noLinking,debate.org,The legalization of euthanasia will benefit a much larger group of people than it will if assisted suicide is legalized.,legalization of euthanasia,benefit,0.8,much larger group of people than it will if assisted suicide is legalized,positively,,,
477046,starcon_noLinking,debate.org,"The league itself should be able to determine drug limitations, as the league determines the game rules.",league,determine,0.2,game rules,positively,,,
793082,starcon_noLinking,simple_wikipedia,"The Langston University Quiz Bowl team won games against Spelman and an all-star team from the City Colleges of Chicago on the 2009 nationally televised ""Black College Quiz"" show airing nationally throughout Black History Month in 2009 to make the championship game.",langston university quiz bowl team,win,0.4,"games against spelman and an all-star team from the city colleges of chicago on the 2009 nationally televised ""black college quiz",positively,,,
1151709,openie,debate.org,"The lack of a definitive ""death penalty"" like the one in DotA encourages people to try to make those hypy plays, which leads to more action-packed and overall enjoyable games.",people,try,0.2,make,positively,-2,,
1498710,starcon,simple_wikipedia,"The king wanted to see Greek plays performed and Mendelssohn had to write incidental music for the performances of ""Antigone"".",mendelssohn,write,0.4,incidental music,positively,2,y,
1491676,starcon,simple_wikipedia,The Internet Assigned Numbers Authority assigns IP addresses to regional internet registries (RIRs).,internet assigned numbers authority,assign,0.2,ip addresses,positively,2,y,
840624,starcon_noLinking,simple_wikipedia,The interaction between the convective motions and the electrical currents creates a dynamo effect.,interaction between the convective motions and the electrical currents,create,0.333333333333,dynamo effect,positively,,,
13144499,starcon,simple_wikipedia,"The Innu call the territory they live in ""Nitassinan"" (""Our Land"").",innu,call,0.266666666667,territory,positively,-2,,
1415609,starcon,debate.org,The Indonesian island called Java that they were from had a triple population increase.,indonesian island,call,0.266666666667,java,positively,-2,,
